Course,Institution,Link,GoogleMaps
Cardiopneumologia,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=8137&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Ciclo Básico de Medicina,Universidade dos Açores - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=8083&code=0160,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Ciclo Básico de Medicina,Universidade da Madeira - Faculdade de Ciências da Vida,detcursopi.asp?codc=8083&code=1309,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Cidades Sustentáveis e Inteligentes,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,detcursopi.asp?codc=L345&code=1203,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),Universidade dos Açores - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=8571&code=0160,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Ciência Animal,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,detcursopi.asp?codc=L352&code=1201,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciência de Computadores,Universidade do Porto - Faculdade de Ciências,detcursopi.asp?codc=9696&code=1103,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15242+-8.637816
Ciência de Dados,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=L188&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Ciência de Dados,Universidade do Minho,detcursopi.asp?codc=L188&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Ciência de Dados,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,detcursopi.asp?codc=L188&code=0906,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73236+-9.160044
Ciência de Dados,Instituto Superior Manuel Teixeira Gomes,detcursopi.asp?codc=L188&code=4375,http://maps.google.pt/maps?z=20&t=k&q=loc:37.14078+-8.535942
Ciência de Dados Aplicada,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=L271&code=2223,
Ciência de Dados e Gestão,Universidade Europeia,detcursopi.asp?codc=L290&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Ciência de Dados e Inteligência Artificial,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L283&code=3092,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Ciência de Dados para a Gestão,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,detcursopi.asp?codc=L310&code=3063,http://maps.google.pt/maps?z=20&t=k&q=loc:42.12346+-8.27082
Ciência de Dados (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=L189&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Ciência da Informação,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9694&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Ciência da Informação,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9694&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
Ciência Política,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9019&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Ciência Política,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=9019&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Ciência Política,Universidade do Minho,detcursopi.asp?codc=9019&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Ciência Política e Relações Internacionais,Universidade da Beira Interior,detcursopi.asp?codc=9020&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciência Política e Relações Internacionais,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9020&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Ciência Política e Relações Internacionais,Universidade Católica Portuguesa - Instituto de Estudos Políticos,detcursopi.asp?codc=9020&code=2295,
Ciência Política e Relações Internacionais,Universidade Fernando Pessoa,detcursopi.asp?codc=9020&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Ciência e Tecnologia dos Alimentos,Instituto Politécnico de Beja - Escola Superior Agrária,detcursopi.asp?codc=9350&code=3021,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01277+-7.872949
Ciência e Tecnologia Animal,Universidade de Évora - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9818&code=0602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Ciência e Visualização de Dados,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=L315&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Ciências Aeronáuticas e do Espaço,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=L316&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Ciências Agrárias,Universidade dos Açores - Faculdade de Ciências Agrárias e do Ambiente,detcursopi.asp?codc=9022&code=0140,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6585+-27.234
Ciências do Ambiente,Universidade do Minho,detcursopi.asp?codc=9379&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Ciências do Ambiente,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,detcursopi.asp?codc=9379&code=1204,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciências da Arte e do Património,Universidade de Lisboa - Faculdade de Belas-Artes,detcursopi.asp?codc=L010&code=1502,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70903+-9.156942
Ciências Bioanalíticas,Universidade de Coimbra - Faculdade de Farmácia,detcursopi.asp?codc=9819&code=0504,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21968+-8.418132
Ciências Biomédicas,Universidade do Algarve - Faculdade de Medicina e Ciências Biomédicas,detcursopi.asp?codc=9351&code=0206,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Ciências Biomédicas,Universidade de Aveiro,detcursopi.asp?codc=9351&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Ciências Biomédicas,Universidade da Beira Interior,detcursopi.asp?codc=9351&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciências Biomédicas,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,detcursopi.asp?codc=9351&code=1204,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciências Biomédicas,Instituto Universitário de Ciências da Saúde - CESPU,detcursopi.asp?codc=9351&code=4650,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Ciências Biomédicas,Instituto Universitário Egas Moniz,detcursopi.asp?codc=9351&code=4260,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Ciências Biomédicas,Universidade Católica Portuguesa - Faculdade de Medicina Dentária,detcursopi.asp?codc=9351&code=2227,http://maps.google.pt/maps?z=20&t=k&q=loc:40.6537+-7.9062
Ciências Biomédicas Laboratoriais,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,detcursopi.asp?codc=L068&code=7015,http://maps.google.pt/maps?z=20&t=k&q=loc:41.80336+-6.76559
Ciências Biomédicas Laboratoriais,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,detcursopi.asp?codc=L068&code=7020,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82057+-7.51405
Ciências Biomédicas Laboratoriais,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,detcursopi.asp?codc=L068&code=7210,http://maps.google.pt/maps?z=20&t=k&q=loc:40.19915+-8.461344
Ciências Biomédicas Laboratoriais,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,detcursopi.asp?codc=L068&code=7040,http://maps.google.pt/maps?z=20&t=k&q=loc:40.52968+-7.276771
Ciências Biomédicas Laboratoriais,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=L068&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Ciências Biomédicas Laboratoriais,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=L068&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Ciências Biomédicas Laboratoriais,Universidade do Algarve - Escola Superior de Saúde,detcursopi.asp?codc=L068&code=7035,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04394+-7.972298
Ciências Biomédicas Laboratoriais,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=L068&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Ciências Biomédicas Laboratoriais,Escola Superior de Saúde Egas Moniz,detcursopi.asp?codc=L068&code=4106,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Ciências Biomédicas Laboratoriais,Escola Superior de Saúde da Fundação «Fernando Pessoa»,detcursopi.asp?codc=L068&code=4620,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17316+-8.608274
Ciências Biomédicas Laboratoriais,Instituto Politécnico da Lusofonia - Escola Superior de Saúde Ribeiro Sanches,detcursopi.asp?codc=L068&code=4614,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Ciências Biomédicas e da Saúde,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,detcursopi.asp?codc=L256&code=0605,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Ciências Bioveterinárias,Escola Universitária Vasco da Gama,detcursopi.asp?codc=L111&code=4126,http://maps.google.pt/maps?z=20&t=k&q=loc:40.23515+-8.415624
Ciências Cognitivas e do Comportamento,"ISPA - Instituto Universitário de Ciências Psicológicas, Sociais e da Vida",detcursopi.asp?codc=L255&code=4450,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71216+-9.125942
Ciências da Computação,Universidade do Minho,detcursopi.asp?codc=9397&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Ciências da Comunicação,Universidade da Beira Interior,detcursopi.asp?codc=9023&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciências da Comunicação,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=9023&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Ciências da Comunicação,Universidade do Minho,detcursopi.asp?codc=9023&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Ciências da Comunicação,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9023&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Ciências da Comunicação,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9023&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
Ciências da Comunicação,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9023&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciências da Comunicação,Universidade do Algarve - Escola Superior de Educação e Comunicação,detcursopi.asp?codc=9023&code=3081,http://maps.google.pt/maps?z=20&t=k&q=loc:37.02903+-7.922722
Ciências da Comunicação,Universidade Autónoma de Lisboa Luís de Camões,detcursopi.asp?codc=9023&code=2100,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72433+-9.14589
Ciências da Comunicação,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=9023&code=2223,
Ciências da Comunicação,Universidade Europeia,detcursopi.asp?codc=9023&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Ciências da Comunicação,Universidade Fernando Pessoa,detcursopi.asp?codc=9023&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Ciências da Comunicação,Universidade da Maia,detcursopi.asp?codc=9023&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Ciências da Cultura,Universidade da Beira Interior,detcursopi.asp?codc=9025&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciências do Desporto,Universidade da Beira Interior,detcursopi.asp?codc=9707&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciências do Desporto,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,detcursopi.asp?codc=9707&code=0508,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20711+-8.436049
Ciências do Desporto,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,detcursopi.asp?codc=9707&code=0605,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Ciências do Desporto,Universidade de Lisboa - Faculdade de Motricidade Humana,detcursopi.asp?codc=9707&code=1510,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70524+-9.25235
Ciências do Desporto,Universidade do Porto - Faculdade de Desporto,detcursopi.asp?codc=9707&code=1111,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17864+-8.600067
Ciências do Desporto,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,detcursopi.asp?codc=9707&code=1204,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Ciências do Desporto,Instituto Superior Manuel Teixeira Gomes,detcursopi.asp?codc=9707&code=4375,http://maps.google.pt/maps?z=20&t=k&q=loc:37.14078+-8.535942
Ciências da Educação,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,detcursopi.asp?codc=9026&code=0507,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21036+-8.427611
Ciências da Educação,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9026&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Ciências da Educação,Universidade da Madeira - Faculdade de Ciências Sociais,detcursopi.asp?codc=9026&code=1308,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Ciências da Educação,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,detcursopi.asp?codc=9026&code=1109,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17554+-8.604519
Ciências da Educação e da Formação,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,detcursopi.asp?codc=9821&code=0201,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Ciências Empresariais,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9045&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Ciências Empresariais,Universidade Fernando Pessoa,detcursopi.asp?codc=9045&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Ciências Empresariais (regime pós-laboral),Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=8097&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Ciências Farmacêuticas,Universidade do Algarve - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9494&code=0203,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Ciências Farmacêuticas,Universidade da Beira Interior,detcursopi.asp?codc=9494&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Ciências Farmacêuticas,Universidade de Coimbra - Faculdade de Farmácia,detcursopi.asp?codc=9494&code=0504,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21968+-8.418132
Ciências Farmacêuticas,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,detcursopi.asp?codc=9494&code=0605,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Ciências Farmacêuticas,Universidade de Lisboa - Faculdade de Farmácia,detcursopi.asp?codc=9494&code=1505,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74955+-9.157356
Ciências Farmacêuticas,Universidade do Porto - Faculdade de Farmácia,detcursopi.asp?codc=9494&code=1106,http://maps.google.pt/maps?z=20&t=k&q=loc:41.14777+-8.624307
Ciências Farmacêuticas,Instituto Universitário de Ciências da Saúde - CESPU,detcursopi.asp?codc=9494&code=4650,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Ciências Farmacêuticas,Instituto Universitário Egas Moniz,detcursopi.asp?codc=9494&code=4260,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Ciências Farmacêuticas,Universidade Fernando Pessoa,detcursopi.asp?codc=9494&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Ciências Florestais e Recursos Naturais,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,detcursopi.asp?codc=L009&code=3061,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21421+-8.450982
Ciências Forenses,Instituto Universitário de Ciências da Saúde - CESPU,detcursopi.asp?codc=L294&code=4650,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Ciências Forenses e Criminais,Instituto Universitário Egas Moniz,detcursopi.asp?codc=8059&code=4260,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Ciências da Linguagem,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9040&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Ciências da Linguagem,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9040&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Ciências da Linguagem,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9040&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
Ciências do Mar,Universidade de Aveiro,detcursopi.asp?codc=9041&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Ciências do Meio Aquático,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,detcursopi.asp?codc=9708&code=1110,http://maps.google.pt/maps?z=20&t=k&q=loc:41.14777+-8.624307
"Ciências Militares Aeronáuticas, especialidade de Administração Aeronáutica",Instituto Universitário Militar - Academia da Força Aérea,detcursopi.asp?codc=L206&code=7712,http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421
"Ciências Militares Aeronáuticas, Especialidade de Engenharia",Instituto Universitário Militar - Academia da Força Aérea,detcursopi.asp?codc=L219&code=7712,http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421
"Ciências Militares Aeronáuticas, especialidade de Piloto Aviador",Instituto Universitário Militar - Academia da Força Aérea,detcursopi.asp?codc=L289&code=7712,http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421
